dataset,mean_baseline,time,regimen,H,E,J,L,M,O,Pa,R,S,U,Z,drug_number,regimen_name,incubation_time_d,inoc_size,relapse,relapse_n,DV,type,median_cfu_change,mean_cfu_change,cfu_value,cfu_sd,cfu_change_assumed,JL,JPa,JM,JZ
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,84,JZ,0,0,1,0,0,0,0,0,0,0,1,2,JZ,13,3.668333333,0,15,0,prop relapse,5.661073725,5.748447162,1.483219505,0.446793016,5.661073725,0,0,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,0,13,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,0,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,JZL,0,0,1,1,0,0,0,0,0,0,1,3,JLZ,13,3.668333333,0,15,0,prop relapse,5.963030315,5.924230823,1.457435844,0.145964331,5.963030315,1,0,0,1
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,0,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,0,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,0,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,0,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,0,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,0,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,112,RHZ,1,0,0,0,0,0,0,1,0,0,1,3,HRZ,13,3.668333333,7,14,0,prop relapse,2.613333333,2.584723111,4.760447312,0.625354094,2.613333333,0,0,0,0
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZPa,0,0,1,0,0,0,1,0,0,0,1,3,JPaZ,13,3.668333333,1,15,0,prop relapse,5.01647297,5.092562422,2.572964409,0.532131567,5.01647297,0,1,0,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data456,7.381666667,84,JZM,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,13,3.668333333,1,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,56,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,5,15,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,0,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,0,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,0,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,0,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,0,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,0,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,JPaM,0,0,1,0,1,0,1,0,0,0,0,3,JMPa,16,4.228333333,7,14,0,prop relapse,3.414529369,3.297656077,4.607407488,0.939659552,3.414529369,0,1,1,0
data909,8.201666667,112,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,10,15,0,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,112,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,10,15,0,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,112,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,10,15,0,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,112,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,10,15,0,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,112,PaMZ,0,0,0,0,1,0,1,0,0,0,1,3,MPaZ,16,4.228333333,10,15,0,prop relapse,3.5725,3.623680556,4.017916667,0.488075005,3.5725,0,0,0,0
data909,8.201666667,112,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,0,14,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,112,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,0,14,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,112,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,0,14,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,112,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,0,14,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
data909,8.201666667,112,JMZ,0,0,1,0,1,0,0,0,0,0,1,3,JMZ,16,4.228333333,0,14,0,prop relapse,5.974168513,6.090900874,1.710170554,0.610363944,5.974168513,0,0,1,1
